COMMUNITY,Location 1,SR TYPE,CSR #,STATUS,DESCRIPTION,DATE RECEIVED,TIME,LOCATION,CENSUS TRACT,PRIORITY,METHOD,PARCEL_NO,DATE_A,USER_ID,PLANNED COMP,REVISED PLANNED COMP,ACTUAL COMP,DATE OF STATUS,ASSIGNEE,X_COORD,Y_COORD,STREET_DIRECTION
CUF,"2209 VICTOR ST
Cincinnati, OH
(39.123433602184605, -84.5240554300027)",Litter private property,SR12035826,DUPLICAT,several pieces of furniture in the front of the house completely  blocking the sidewalk,07/30/2012 12:00:00 AM,10:14 AM,2209 VICTOR ST CINC - GJ1401933394,26,STANDARD,INTERNET,9600020098,07/30/2012 12:00:00 AM,CSRWEB,09/13/2012 12:00:00 AM,,08/02/2012 12:00:00 AM,08/02/2012 12:00:00 AM,,1394273,415616,
CORRYVILLE,"131 NIXON ST
Cincinnati, OH
(39.13801264303745, -84.51235682897772)",Litter private property,SR12035811,CLOS-NO ,Trash debris on Bishop side of property.,07/30/2012 12:00:00 AM,9:36 AM,131 NIXON ST - GJ1491535031,30,STANDARD,PHONE,10300030056,07/30/2012 12:00:00 AM,SHMORRIS,09/13/2012 12:00:00 AM,,08/10/2012 12:00:00 AM,08/10/2012 12:00:00 AM,,1397475,420831,
CUF,"335 W MCMILLAN ST
Cincinnati, OH
(39.12811906995722, -84.52444213847531)",Litter private property,SR12035795,CLOS-NO ,trash litter in back of apartment building,07/30/2012 12:00:00 AM,9:09 AM,335 W MCMILLAN ST CINC - GJ1398733894,26,STANDARD,INTERNET,10000010236,07/30/2012 12:00:00 AM,CSRWEB,09/13/2012 12:00:00 AM,,08/03/2012 12:00:00 AM,08/03/2012 12:00:00 AM,,1394250,417257,W 
CUF,"2374 FLORA ST
Cincinnati, OH
(39.127633436061444, -84.52433421983181)",Litter private property,SR12035792,CLOS-NO ,large amount of trash and litter on side of house and on frontsidewalk.  trash is just dumped on side of house.,07/30/2012 12:00:00 AM,9:07 AM,2374 FLORA ST CINC - GJ1401633858,26,STANDARD,INTERNET,10000010302,07/30/2012 12:00:00 AM,CSRWEB,09/13/2012 12:00:00 AM,,08/02/2012 12:00:00 AM,08/02/2012 12:00:00 AM,,1394339,417135,
WEST PRICE HILL,"5222 HIGHVIEW DR
Cincinnati, OH
(39.11556453442819, -84.61193717870589)",Litter private property,SR12035788,CIVIL   ,Garbage debris metal scrap in back yard.,07/30/2012 12:00:00 AM,9:01 AM,5222 HIGHVIEW DR - GJ0646132335,99.01,STANDARD,PHONE,18000830164,07/30/2012 12:00:00 AM,SHMORRIS,09/13/2012 12:00:00 AM,,,08/14/2012 12:00:00 AM,,1369337,413374,
OAKLEY,"2752 MADISON RD
Cincinnati, OH
(39.14648322579552, -84.44038250839662)",Litter private property,SR12035777,CLOS-NO ,2752 and 2754  Madison Road has trash that is piled up on the property -The trash is 6 feet high and 5 or 6 feet wide. owner never takes the trash out on trash day it keeps piling up.,07/30/2012 12:00:00 AM,8:37 AM,2752 MADISON RD - GJ2120036173,52,STANDARD,PHONE,4000040226,07/30/2012 12:00:00 AM,VBANKS,09/13/2012 12:00:00 AM,,08/14/2012 12:00:00 AM,08/14/2012 12:00:00 AM,,1418246,423544,
CUF,"2320 FLORA ST
Cincinnati, OH
(39.1258257987825, -84.52454106389854)",Litter private property,SR12035697,CLOS-NO ,large amount trash all over curb,07/28/2012 12:00:00 AM,8:44 AM,2320 FLORA ST CINC - GJ1400233657,26,STANDARD,INTERNET,10000010035,07/28/2012 12:00:00 AM,CSRWEB,09/11/2012 12:00:00 AM,,08/02/2012 12:00:00 AM,08/02/2012 12:00:00 AM,,1394261,416480,
EAST PRICE HILL,"836 MCPHERSON AV
Cincinnati, OH
(39.10708392769192, -84.57079319586546)",Litter private property,SR12035685,CIVIL   ,furniture in front yard,07/27/2012 12:00:00 AM,4:28 PM,836 MCPHERSON AV - GJ1006731471,95,STANDARD,PHONE,17600190012,07/27/2012 12:00:00 AM,DWHITTINGTON,09/10/2012 12:00:00 AM,,,08/06/2012 12:00:00 AM,,1381011,409956,
WESTWOOD,"2826 WESTKNOLLS LN
Cincinnati, OH
(39.137166249571976, -84.57578443312804)",Litter private property,SR12035684,NEW     ,Overflowing trash cans/litter left out at curb.,07/27/2012 12:00:00 AM,4:28 PM,2826 WESTKNOLLS LN - GJ0954734782,88,STANDARD,PHONE,20600090115,07/27/2012 12:00:00 AM,SHMORRIS,09/10/2012 12:00:00 AM,,,07/27/2012 12:00:00 AM,,1379847,420889,
WESTWOOD,"2828 WESTKNOLLS LN
Cincinnati, OH
(39.137256181774944, -84.57577543990777)",Litter private property,SR12035681,CLOS-NO ,Garbage cans overflowing with trash on curb.,07/27/2012 12:00:00 AM,4:25 PM,2828 WESTKNOLLS LN - GJ0955134799,88,STANDARD,PHONE,20600090103,07/27/2012 12:00:00 AM,SHMORRIS,09/10/2012 12:00:00 AM,,08/07/2012 12:00:00 AM,08/07/2012 12:00:00 AM,,1379864,420944,
OAKLEY,"4306 MARBURG AV
Cincinnati, OH
(39.15404652406198, -84.4251659796609)",Litter private property,SR12035678,CLOS-NO ,There is junk all over the yard.  In the front side and back.  There is a broken down lawn mower and a bicycle.  There is a lot more.  There is a big tent in the front yard.,07/27/2012 12:00:00 AM,4:08 PM,CAVOUR ST & BROTHERTON RD,53,STANDARD,INTERNET,5000040049,07/27/2012 12:00:00 AM,CSRWEB,09/10/2012 12:00:00 AM,,08/14/2012 12:00:00 AM,08/14/2012 12:00:00 AM,,1422689,426050,
SPRING GROVE VILLAGE,"760 FROOME AV
Cincinnati, OH
(39.17613387310155, -84.51856057240371)",Litter private property,SR12035621,ABAT-OWN,apt building has a playpen on the sidewalk full of trash debris- been there a week now,07/27/2012 12:00:00 AM,2:34 PM,760 FROOME AV - GJ1435239280,73,STANDARD,PHONE,21900510139,07/27/2012 12:00:00 AM,DCOTTRELL,09/10/2012 12:00:00 AM,,08/15/2012 12:00:00 AM,08/15/2012 12:00:00 AM,,1396319,434840,
EVANSTON,"1715 KINNEY AV
Cincinnati, OH
(39.13641081906741, -84.47336964043137)",Litter private property,SR12035594,CLOS-NO ,Lot of stuff out after garbage day,07/27/2012 12:00:00 AM,12:07 PM,1715 KINNEY AV CINC - GJ1837734933,39,STANDARD,INTERNET,5500040121,07/27/2012 12:00:00 AM,CSRWEB,09/10/2012 12:00:00 AM,,08/22/2012 12:00:00 AM,08/22/2012 12:00:00 AM,,1408800,419945,
EVANSTON,"3477 WOODBURN AV
Cincinnati, OH
(39.1426521139507, -84.4753661353364)",Litter private property,SR12035555,CLOS-NO ,Demolition site that has not been cleaned up and graded. There are many children who play outside in the neighborhood.  The site has been in this condition for at least 2 weeks.  I submitted a complaint last week about the same address,07/27/2012 12:00:00 AM,10:23 AM,3477 WOODBURN AV CINC - GJ1816735644,38,STANDARD,INTERNET,5800020126,07/27/2012 12:00:00 AM,CSRWEB,09/10/2012 12:00:00 AM,,08/02/2012 12:00:00 AM,08/02/2012 12:00:00 AM,,1408230,422309,
WEST PRICE HILL,"749 WILBUD DR
Cincinnati, OH
(39.10611265990025, -84.59213410762072)",Litter private property,SR12035532,CLOS-NO ,trash overflowing in driveway nasty mess,07/27/2012 12:00:00 AM,8:51 AM,749 WILBUD DR CINC - GJ0819231303,99.02,STANDARD,INTERNET,17900790389,07/27/2012 12:00:00 AM,CSRWEB,09/10/2012 12:00:00 AM,,08/07/2012 12:00:00 AM,08/07/2012 12:00:00 AM,,1374839,409712,
WALNUT HILLS,"2338 KEMPER LN
Cincinnati, OH
(39.12355950726868, -84.48812751493216)",Litter private property,SR12035496,CLOS-NO ,Funriture at the curb not collected on Wednesday,07/26/2012 12:00:00 AM,5:32 PM,2338 KEMPER LN - GJ1718533489,20,STANDARD,PHONE,6300030051,07/26/2012 12:00:00 AM,WJACOBY,09/09/2012 12:00:00 AM,,07/27/2012 12:00:00 AM,07/27/2012 12:00:00 AM,,1404659,415408,
WALNUT HILLS,"2334 KEMPER LN
Cincinnati, OH
(39.12341561574402, -84.48814550137274)",Litter private property,SR12035495,CLOS-NO ,Funriture at the curb not collected on Wednesday,07/26/2012 12:00:00 AM,5:30 PM,2334 KEMPER LN - GJ1716733475,20,STANDARD,PHONE,6300030052,07/26/2012 12:00:00 AM,WJACOBY,09/09/2012 12:00:00 AM,,07/27/2012 12:00:00 AM,07/27/2012 12:00:00 AM,,1404597,415364,
CUF,"2344 CLIFTON AV
Cincinnati, OH
(39.12508376058125, -84.51970184777025)",Litter private property,SR12035493,CLOS-NO ,TRASH/DEBRIS AT SIDE OF HOUSE.,07/26/2012 12:00:00 AM,5:14 PM,2344 CLIFTON AV - GJ1442433604,25,STANDARD,PHONE,10000020319,07/26/2012 12:00:00 AM,SHMORRIS,09/09/2012 12:00:00 AM,,08/02/2012 12:00:00 AM,08/02/2012 12:00:00 AM,,1395635,416237,
WEST END,"540 YORK ST
Cincinnati, OH
(39.11708438865776, -84.52615984355128)",Litter private property,SR12035467,ABAT-OWN,LITTER AND DEBRIS IN THE WALKWAY BETWEEN FENCE AND WALKWAY,07/26/2012 12:00:00 AM,2:49 PM,540 YORK ST - GJ1387532698,15,STANDARD,PHONE,13200030144,07/26/2012 12:00:00 AM,TGROME,09/09/2012 12:00:00 AM,,10/22/2012 12:00:00 AM,10/22/2012 12:00:00 AM,,1393686,413359,
MOUNT AUBURN,"107 VALENCIA ST
Cincinnati, OH
(39.12230944964796, -84.51278692497556)",Litter private property,SR12035464,CLOS-NO ,resident or property owner refuses to remove trash from recycling cart it's been on the curb 2 weeks now. ,07/26/2012 12:00:00 AM,2:42 PM,107 VALENCIA ST - GJ1501833281,23,STANDARD,PHONE,9300020147,07/26/2012 12:00:00 AM,DCOTTRELL,09/09/2012 12:00:00 AM,,07/31/2012 12:00:00 AM,07/31/2012 12:00:00 AM,,1397523,415078,
WESTWOOD,"3053 BRACKEN WOODS LN
Cincinnati, OH
(39.142921910559494, -84.58339269749592)",Litter private property,SR12035452,ABAT-OWN,There was an eviction at 3053 Brackenwood Lane several weeks ago. There are clothes etc. on the sidewalk that need to be removed.,07/26/2012 12:00:00 AM,2:11 PM,3053 BRACKEN WOODS LN CINC - GJ0883835402,100.02,STANDARD,INTERNET,20700540107,07/26/2012 12:00:00 AM,CSRWEB,09/09/2012 12:00:00 AM,,08/09/2012 12:00:00 AM,08/09/2012 12:00:00 AM,,1377627,423037,
NORTHSIDE,"4264 CARLIN ST
Cincinnati, OH
(39.16809393415963, -84.5517095824037)",Litter private property,SR12035448,ABAT-OWN,high grass,07/26/2012 12:00:00 AM,1:55 PM,4264 CARLIN ST - GJ1152938279,79,STANDARD,PHONE,19500330039,07/26/2012 12:00:00 AM,DSTOFFEL,09/09/2012 12:00:00 AM,,08/08/2012 12:00:00 AM,08/08/2012 12:00:00 AM,,1386911,432023,
COLLEGE HILL,"6305 MEIS AV
Cincinnati, OH
(39.20633310684548, -84.55332836205645)",Litter private property,SR12035445,CLOS-NO ,Property at 6305 Meis in College has waste containers with no lids and trash all around them.  This appears to be at least a 4 unit residential building and there does not appear to be enough trash receptacles because they are always overflowing. They are,07/26/2012 12:00:00 AM,1:42 PM,6305 MEIS AV CINC - GJ1126042547,82.01,STANDARD,INTERNET,23200010031,07/26/2012 12:00:00 AM,CSRWEB,09/09/2012 12:00:00 AM,,07/27/2012 12:00:00 AM,07/27/2012 12:00:00 AM,,1386727,446050,
AVONDALE,"3722 VINE ST
Cincinnati, OH
(39.15212197491928, -84.50873997584375)",Litter private property,SR12035431,CLOS-NO ,resident has recycling can with trash in it he refuses to have someone to help him empty the can he said he was going to place it on the curb anyway.,07/26/2012 12:00:00 AM,12:58 PM,3722 VINE ST - GJ1529536580,69,STANDARD,PHONE,21600460070,07/26/2012 12:00:00 AM,DCOTTRELL,09/09/2012 12:00:00 AM,,07/27/2012 12:00:00 AM,07/27/2012 12:00:00 AM,,1398969,425842,
WEST END,"1616 JOHN ST
Cincinnati, OH
(39.1139457547755, -84.52440616559414)",Litter private property,SR12035403,ABAT-OWN,08/01/2012 10:27 AM/DCOTTRELLtrash and tree debris scattered on sidewalk this was previously reported in March 2012 nothing has ever been done to clean up. all of this trash is on the Oliver street side of this building.,07/26/2012 12:00:00 AM,11:10 AM,1616 JOHN ST CINC - GJ1405332341,15,STANDARD,INTERNET,13300060264,07/26/2012 12:00:00 AM,CSRWEB,09/15/2012 12:00:00 AM,,10/15/2012 12:00:00 AM,10/15/2012 12:00:00 AM,,1394211,412161,
WALNUT HILLS,"1343 LINCOLN AV
Cincinnati, OH
(39.13189622248029, -84.47952100311176)",Litter private property,SR12035399,CLOS-NO ,high weeds unlicense car in yard litter all over,07/26/2012 12:00:00 AM,10:58 AM,1343 LINCOLN AV - GJ1786034417,37,STANDARD,PHONE,6100020148,07/26/2012 12:00:00 AM,DCOTTRELL,09/09/2012 12:00:00 AM,,08/14/2012 12:00:00 AM,08/14/2012 12:00:00 AM,,1407019,418339,
MOUNT AUBURN,"2206 CALUMET ST
Cincinnati, OH
(39.119485578475974, -84.51276893853498)",Litter private property,SR12035387,ABAT-OWN,Two mattresses on sidewalk in front of house.,07/26/2012 12:00:00 AM,10:30 AM,2206 CALUMET ST - GJ1503432968,23,STANDARD,PHONE,9300030107,07/26/2012 12:00:00 AM,VMOORE,09/09/2012 12:00:00 AM,,08/14/2012 12:00:00 AM,08/14/2012 12:00:00 AM,,1397525,414049,
EAST PRICE HILL,"3625 GLENWAY AV
Cincinnati, OH
(39.11384682935227, -84.57135976874389)",Litter private property,SR12035384,CLOS-NO ,litter and debris,07/26/2012 12:00:00 AM,10:23 AM,CARSON AV & GLENWAY AV - GJ0997632197,94,STANDARD,PHONE,17400080251,07/26/2012 12:00:00 AM,TGROME,09/09/2012 12:00:00 AM,,07/27/2012 12:00:00 AM,07/27/2012 12:00:00 AM,,1380830,412350,
WALNUT HILLS,"844 OAK ST
Cincinnati, OH
(39.12990872079553, -84.48983622678787)",Litter private property,SR12035372,CLOS-NO ,The litter is everywhere in the yard.,07/26/2012 12:00:00 AM,10:12 AM,844 OAK ST CINC - GJ1697534210,35,STANDARD,INTERNET,6500020144,07/26/2012 12:00:00 AM,CSRWEB,09/09/2012 12:00:00 AM,,08/14/2012 12:00:00 AM,08/14/2012 12:00:00 AM,,1404089,417804,
CUF,"217 EMMING ST
Cincinnati, OH
(39.122732131001726, -84.52111464696691)",Litter private property,SR12035360,CLOS-NO ,MATTRESS KITCHEN SINK TV CUSHIONS DEBRIS ON PROPERTY.,07/26/2012 12:00:00 AM,9:47 AM,217 EMMING ST - GJ1429333310,26,STANDARD,PHONE,9500020184,07/26/2012 12:00:00 AM,SHMORRIS,09/09/2012 12:00:00 AM,,08/02/2012 12:00:00 AM,08/02/2012 12:00:00 AM,,1395155,415295,
CUF,"331 W MCMILLAN ST
Cincinnati, OH
(39.12810108351664, -84.52406442322302)",Litter private property,SR12035339,CLOS-NO ,large pile of what appears to excrement laying in street in frontof 331 mcmillan,07/26/2012 12:00:00 AM,8:44 AM,331 W MCMILLAN ST CINC - GJ1402133893,26,STANDARD,INTERNET,10000010298,07/26/2012 12:00:00 AM,CSRWEB,09/09/2012 12:00:00 AM,,08/02/2012 12:00:00 AM,08/02/2012 12:00:00 AM,,1394359,417250,W 
MOUNT AUBURN,"2208 CALUMET ST
Cincinnati, OH
(39.11951255813682, -84.51272397243355)",Litter private property,SR12035295,CLOS-NO ,Two mattresses on sidewalk in front of house.,07/25/2012 12:00:00 AM,5:13 PM,2208 CALUMET ST - GJ1503832974,23,STANDARD,PHONE,9300030106,07/25/2012 12:00:00 AM,VMOORE,09/08/2012 12:00:00 AM,,07/27/2012 12:00:00 AM,07/27/2012 12:00:00 AM,,1397540,414070,
MOUNT AUBURN,"132 WINKLER ST
Cincinnati, OH
(39.119404639493325, -84.51323658599023)",Litter private property,SR12035291,ABAT-OWN,Litter and debris on vacant lots at 134 & 136 Winkler St. Furniture (sofa chair) sitting at the curb at the corner of Winkler & Calumet. Litter is through out the property,07/25/2012 12:00:00 AM,5:01 PM,132 WINKLER ST - GJ1499832989,23,STANDARD,PHONE,9300030099,07/25/2012 12:00:00 AM,VMOORE,09/08/2012 12:00:00 AM,,08/08/2012 12:00:00 AM,08/08/2012 12:00:00 AM,,1397411,414125,
OVER-THE-RHINE,"65 PEETE ST
Cincinnati, OH
(39.11735418526655, -84.5154489181823)",Litter private property,SR12035282,ABAT-OWN,Several tires have been dumped. some on the street of the private property,07/25/2012 12:00:00 AM,4:32 PM,65 PEETE ST - GJ1479432736,17,STANDARD,PHONE,9400050119,07/25/2012 12:00:00 AM,VMOORE,09/08/2012 12:00:00 AM,,08/14/2012 12:00:00 AM,08/14/2012 12:00:00 AM,,1396702,413328,
MOUNT AUBURN,"103 INWOOD PL
Cincinnati, OH
(39.123802324216626, -84.51097029447641)",Litter private property,SR12035251,CIVIL   ,Private property - Owners name  PRICEVIEW LLC -Parcel # 088800090091. Furniture and trash all over the property needs to be cleaned . I think a homeless man has been sleeping on a mattress,07/25/2012 12:00:00 AM,3:02 PM,103 INWOOD PL - GJ1516333446 103 Inwood  place,23,STANDARD,PHONE,8800090091,07/25/2012 12:00:00 AM,VBANKS,09/08/2012 12:00:00 AM,,,08/16/2012 12:00:00 AM,,1398026,415594,
AVONDALE,"528 HICKMAN AV
Cincinnati, OH
(39.13755295804458, -84.49693187759902)",Litter private property,SR12035243,CLOS-NO ,Trash litter debris on property.,07/25/2012 12:00:00 AM,2:39 PM,528 HICKMAN AV - GJ1633835044,34,STANDARD,PHONE,10600020171,07/25/2012 12:00:00 AM,SHMORRIS,09/08/2012 12:00:00 AM,,08/14/2012 12:00:00 AM,08/14/2012 12:00:00 AM,,1402140,420640,
EAST PRICE HILL,"3627 GLENWAY AV
Cincinnati, OH
(39.11386481579285, -84.57162956535268)",Litter private property,SR12035235,ABAT-OWN,LITTER TRASH OLD TIRES AT ABANDONED BLDG. (CORNER OF GLENWAY & CARSON).,07/25/2012 12:00:00 AM,2:12 PM,3627 GLENWAY AV - GJ0995132197,94,STANDARD,PHONE,17400040086,07/25/2012 12:00:00 AM,SHMORRIS,09/08/2012 12:00:00 AM,,09/21/2012 12:00:00 AM,09/21/2012 12:00:00 AM,,1380749,412356,
COLLEGE HILL,"5939 KENNETH AV
Cincinnati, OH
(39.19945329332131, -84.53954175534727)",Litter private property,SR12035231,CIVIL   ,couches dumped on property,07/25/2012 12:00:00 AM,2:10 PM,5939 KENNETH AV - GJ1245041798,82.01,STANDARD,PHONE,23500030053,07/25/2012 12:00:00 AM,DRANKIN,09/08/2012 12:00:00 AM,,,08/16/2012 12:00:00 AM,,1390501,443400,
ROSELAWN,"7170 EASTLAWN DR
Cincinnati, OH
(39.191674157767864, -84.45618359645147)",Litter private property,SR12035225,ABAT-OWN,tree debris,07/25/2012 12:00:00 AM,1:44 PM,7170 EASTLAWN DR - GJ1972741136,62.01,STANDARD,PHONE,11700120093,07/25/2012 12:00:00 AM,DRANKIN,09/08/2012 12:00:00 AM,,08/03/2012 12:00:00 AM,08/03/2012 12:00:00 AM,,1414231,440045,
ROSELAWN,"7071 EASTLAWN DR
Cincinnati, OH
(39.188976191679956, -84.45695701339662)",Litter private property,SR12035223,ABAT-OWN,couch at curb,07/25/2012 12:00:00 AM,1:43 PM,7071 EASTLAWN DR - GJ1960840832,62.01,STANDARD,PHONE,11700120120,07/25/2012 12:00:00 AM,DRANKIN,09/08/2012 12:00:00 AM,,08/03/2012 12:00:00 AM,08/03/2012 12:00:00 AM,,1413793,439068,
KENNEDY HEIGHTS,"3714 ODIN AV
Cincinnati, OH
(39.18786103236363, -84.40958972211342)",Litter private property,SR12035221,ABAT-OWN,couch on curb,07/25/2012 12:00:00 AM,1:39 PM,3714 ODIN AV - GJ2373040837,58,STANDARD,PHONE,13000060022,07/25/2012 12:00:00 AM,DRANKIN,09/08/2012 12:00:00 AM,,08/17/2012 12:00:00 AM,08/17/2012 12:00:00 AM,,1427297,438412,
KENNEDY HEIGHTS,"3733 ODIN AV
Cincinnati, OH
(39.18770814761865, -84.40855550177969)",Litter private property,SR12035217,CIVIL   ,mattress on awning litter/debris all around property,07/25/2012 12:00:00 AM,1:35 PM,3733 ODIN AV - GJ2381840784,58,STANDARD,PHONE,13000060040,07/25/2012 12:00:00 AM,DRANKIN,09/08/2012 12:00:00 AM,,,08/17/2012 12:00:00 AM,,1427575,438223,
LOWER PRICE HILL,"1005 STATE AV
Cincinnati, OH
(39.108127141245916, -84.55241105358652)",Litter private property,SR12035209,CIVIL   ,Couch and mattress on side of property.,07/25/2012 12:00:00 AM,1:11 PM,1005 STATE AV - GJ1161931629,91,STANDARD,PHONE,14900150043,07/25/2012 12:00:00 AM,SHMORRIS,09/08/2012 12:00:00 AM,,,08/06/2012 12:00:00 AM,,1386121,410222,
SOUTH FAIRMOUNT,"1648 HARRISON AV
Cincinnati, OH
(39.12688699877708, -84.55122394850787)",Litter private property,SR12035178,CLOS-NO ,address given 1649 Harrison-- please tell  property owner know to cut the grass along the sidewalk in front of the property it been 3 months no cutting,07/25/2012 12:00:00 AM,12:03 PM,1648 HARRISON AV - GJ1167933739,87,STANDARD,PHONE,20300300079,07/25/2012 12:00:00 AM,DCOTTRELL,09/08/2012 12:00:00 AM,,07/26/2012 12:00:00 AM,07/26/2012 12:00:00 AM,,1386661,417124,
WEST PRICE HILL,"1291 RUTLEDGE AV
Cincinnati, OH
(39.11640989713578, -84.58732273476397)",Litter private property,SR12035160,CLOSED  ,Litter/trash on property.  Trash has not been taken out for four weeks.,07/25/2012 12:00:00 AM,11:34 AM,1291 RUTLEDGE AV - GJ0857032469,99.02,STANDARD,PHONE,17900770284,07/25/2012 12:00:00 AM,SHMORRIS,09/08/2012 12:00:00 AM,,09/27/2012 12:00:00 AM,09/27/2012 12:00:00 AM,,1376266,413469,
MOUNT AUBURN,"2148 RICE ST
Cincinnati, OH
(39.11981832762683, -84.51478341988064)",Litter private property,SR12035131,ABAT-OWN,Litter from driveway to back consisting of trash dirty pampers bottles mattress.,07/25/2012 12:00:00 AM,10:33 AM,2148 RICE ST - GJ1486033001,23,STANDARD,PHONE,9400040116,07/25/2012 12:00:00 AM,SHMORRIS,09/08/2012 12:00:00 AM,,09/12/2012 12:00:00 AM,09/12/2012 12:00:00 AM,,1396965,414189,
EAST PRICE HILL,"592 GRAND AV
Cincinnati, OH
(39.10366650398055, -84.56131434167662)",Litter private property,SR12035118,CLOS-NO ,Litter and debris on property,07/25/2012 12:00:00 AM,9:51 AM,592 GRAND AV - GJ1089131111,96,STANDARD,PHONE,17800270111,07/25/2012 12:00:00 AM,TGROME,09/08/2012 12:00:00 AM,,07/26/2012 12:00:00 AM,07/26/2012 12:00:00 AM,,1383653,408642,
AVONDALE,"567 PROSPECT PL
Cincinnati, OH
(39.14303882242331, -84.49478249794902)",Litter private property,SR12035112,CLOS-NO ,litter and debris on property,07/25/2012 12:00:00 AM,9:31 AM,567 PROSPECT PL - GJ1650135626,67,STANDARD,PHONE,10700080098,07/25/2012 12:00:00 AM,TGROME,09/08/2012 12:00:00 AM,,08/02/2012 12:00:00 AM,08/02/2012 12:00:00 AM,,1402770,422520,
NORTH AVONDALE,"3916 READING RD
Cincinnati, OH
(39.1559261071032, -84.48043831158168)",Litter private property,SR12035089,DUPLICAT,this is a corner lot so there is litter on both streets. (Barry Ln. & Reading Road.),07/25/2012 12:00:00 AM,9:00 AM,3916 READING RD CINC - GJ1773437076,65,STANDARD,INTERNET,11000030042,07/25/2012 12:00:00 AM,CSRWEB,09/08/2012 12:00:00 AM,,07/27/2012 12:00:00 AM,07/27/2012 12:00:00 AM,,1407045,427069,
ROSELAWN,"1655 SUMMIT RD
Cincinnati, OH
(39.20234911025568, -84.457028959159)",Litter private property,SR12035065,CIVIL   ,Trash has been strewn about for 2 weeks without resident or son making any effort to clean up mess.,07/25/2012 12:00:00 AM,7:33 AM,1655 SUMMIT RD CINC - GJ1958642291,110,STANDARD,INTERNET,11700140077,07/25/2012 12:00:00 AM,CSRWEB,09/08/2012 12:00:00 AM,,07/26/2012 12:00:00 AM,08/21/2012 12:00:00 AM,,1413962,443853,
RIVERSIDE,"3964 RIVER RD
Cincinnati, OH
(39.0766418770001, -84.60628943636192)",Litter private property,SR12035027,ABAT-OWN,LITTER INTHE REAR GO TO 3955  PATTSON TO VIEW,07/24/2012 12:00:00 AM,4:19 PM,3964 RIVER RD - GJ0706528022,104,STANDARD,PHONE,15900680065,07/24/2012 12:00:00 AM,TGROME,09/07/2012 12:00:00 AM,,09/18/2012 12:00:00 AM,09/18/2012 12:00:00 AM,,1370612,399146,
COLLEGE HILL,"1703 CEDAR AV
Cincinnati, OH
(39.19891370010373, -84.55083724003526)",Litter private property,SR12034974,ABAT-OWN,boxes and bags on curb before garbage day,07/24/2012 12:00:00 AM,12:26 PM,1703 CEDAR AV - GJ1149441685,82.02,STANDARD,PHONE,23300020082,07/24/2012 12:00:00 AM,DRANKIN,09/07/2012 12:00:00 AM,,08/16/2012 12:00:00 AM,08/16/2012 12:00:00 AM,,1387351,443185,
KENNEDY HEIGHTS,"6745 DOON AV
Cincinnati, OH
(39.191701137428765, -84.41618175258816)",Litter private property,SR12034972,CLOS-NO ,Back yard filled with mattress broken chairstables broken stove. The entire yard is unsightly  ,07/24/2012 12:00:00 AM,12:25 PM,6745 DOON AV - GJ2312841233,58,STANDARD,PHONE,12800010093,07/24/2012 12:00:00 AM,SHMORRIS,09/07/2012 12:00:00 AM,,07/25/2012 12:00:00 AM,07/25/2012 12:00:00 AM,,1425395,439809,
WINTON HILLS,"4975 WINTON RIDGE LN
Cincinnati, OH
(39.1818535612079, -84.51582663343464)",Litter private property,SR12034947,CLOS-NO ,COUCH IN FRONT OF PROPERTY.,07/24/2012 12:00:00 AM,10:57 AM,4975 WINTON RIDGE LN - GJ1454839904,80,STANDARD,PHONE,23800010063,07/24/2012 12:00:00 AM,SHMORRIS,09/07/2012 12:00:00 AM,,07/25/2012 12:00:00 AM,07/25/2012 12:00:00 AM,,1397068,436856,
SAYLER PARK,"6532 GRACELY DR
Cincinnati, OH
(39.111085910722295, -84.69140127321486)",Litter private property,SR12034936,ABAT-OWN,two mattress in rear property can view for monohoe alley,07/24/2012 12:00:00 AM,10:41 AM,6532 GRACELY DR - FJ9962031655,105,STANDARD,PHONE,16500020133,07/24/2012 12:00:00 AM,TGROME,09/07/2012 12:00:00 AM,,08/09/2012 12:00:00 AM,08/09/2012 12:00:00 AM,,1346811,412262,
ROSELAWN,"1844 SECTION RD
Cincinnati, OH
(39.197276934010404, -84.45524830154096)",Litter private property,SR12034921,ABAT-OWN,two bags of garbage sitting on the vacacnt lot,07/24/2012 12:00:00 AM,10:19 AM,1844 SECTION RD - GJ1976041780,110,STANDARD,PHONE,11700100041,07/24/2012 12:00:00 AM,TGROME,09/07/2012 12:00:00 AM,,08/17/2012 12:00:00 AM,08/17/2012 12:00:00 AM,,1414448,442151,
WALNUT HILLS,"3060 MENTOR AV
Cincinnati, OH
(39.13387867313731, -84.48500898251326)",Litter private property,SR12034912,CLOS-NO ,litter and debris on property,07/24/2012 12:00:00 AM,10:02 AM,3060 MENTOR AV - GJ1739034682,36,STANDARD,PHONE,6500030061,07/24/2012 12:00:00 AM,TGROME,09/07/2012 12:00:00 AM,,07/31/2012 12:00:00 AM,07/31/2012 12:00:00 AM,,1405527,419284,
