CSR #,STATUS,SR TYPE,DESCRIPTION,DATE RECEIVED,TIME,LOCATION,COMMUNITY,CENSUS TRACT,PRIORITY,METHOD,PARCEL_NO,DATE_A,USER_ID,PLANNED COMP,REVISED PLANNED COMP,ACTUAL COMP,DATE OF STATUS,ASSIGNEE,X_COORD,Y_COORD,STREET_DIRECTION,Location 1
SR12034209,INPROGRS,Recycling new 64 gallon cart,Request entered through the Web. Refer to Intake Questions for further description.,07/18/2012 12:00:00 AM,4:13 PM,6124 MADISON RD CINC - GJ2555037846,MADISONVILLE,55,STANDARD,INTERNET,3500030157,07/18/2012 12:00:00 AM,CSRWEB,07/28/2012 12:00:00 AM,,,07/18/2012 12:00:00 AM,,1432771,428320,,"6124 MADISON RD
Cincinnati, OH
(39.16039573758883, -84.38954383408031)"
SR12034131,INPROGRS,Recycling new 64 gallon cart,Request entered through the Web. Refer to Intake Questions for further description.,07/18/2012 12:00:00 AM,12:39 PM,1624 WALNUT ST CINC - GJ1492632336,OVER-THE-RHINE,17,STANDARD,INTERNET,9400070193,07/18/2012 12:00:00 AM,CSRWEB,07/28/2012 12:00:00 AM,,,07/18/2012 12:00:00 AM,,1397071,411999,,"1624 WALNUT ST
Cincinnati, OH
(39.11364897850581, -84.5144326842892)"
SR12034011,INPROGRS,Recycling new 18 gallon cart,Request entered through the Web. Refer to Intake Questions for further description.,07/17/2012 12:00:00 AM,5:49 PM,2971 DECKEBACH AV CINC - GJ1349234752,CUF,29,STANDARD,INTERNET,10100050180,07/17/2012 12:00:00 AM,CSRWEB,07/27/2012 12:00:00 AM,,,07/17/2012 12:00:00 AM,,1392766,420151,,"2971 DECKEBACH AV
Cincinnati, OH
(39.135743320598024, -84.52941542762505)"
SR12034008,INPROGRS,Recycling new 96 gallon cart,Please deliver FOUR 96 gallon carts for a mix of residents and a first-floor business. Thanks.,07/17/2012 12:00:00 AM,5:00 PM,4414 COLERAIN AV - GJ1147037933,NORTHSIDE,79,STANDARD,PHONE,19500310153,07/17/2012 12:00:00 AM,KSCHLENKER,07/27/2012 12:00:00 AM,,,07/17/2012 12:00:00 AM,,1386660,430896,,"4414 COLERAIN AV
Cincinnati, OH
(39.16488335451504, -84.55249199256917)"
SR12034002,INPROGRS,Recycling new 18 gallon cart,Would like a 18-gallon for indoor use. Thanks.,07/17/2012 12:00:00 AM,4:43 PM,1699 STATE AV - GJ1204232713,LOWER PRICE HILL,93,STANDARD,PHONE,16800020073,07/17/2012 12:00:00 AM,KSCHLENKER,07/27/2012 12:00:00 AM,,,07/17/2012 12:00:00 AM,,1387683,413703,,"1699 STATE AV
Cincinnati, OH
(39.11771391407825, -84.54718599259633)"
SR12033998,INPROGRS,Recycling new 96 gallon cart,Would like a large recycling cart. Thanks.,07/17/2012 12:00:00 AM,4:25 PM,24 GREENHOUSE LN - GJ2285635902,OAKLEY,53,STANDARD,PHONE,00390002CD01      ,07/17/2012 12:00:00 AM,KSCHLENKER,07/27/2012 12:00:00 AM,,,07/17/2012 12:00:00 AM,,1423630,422390,,"24 GREENHOUSE LN
Cincinnati, OH
(39.1071299998498, -84.50412999989942)"
SR12033996,INPROGRS,Recycling new 35 gallon cart,New resident. Would like smallest cart size. Thanks!,07/17/2012 12:00:00 AM,4:16 PM,5621 REGIMENTAL PL - GJ0990341599,MOUNT AIRY,83,STANDARD,PHONE,22800010174,07/17/2012 12:00:00 AM,KSCHLENKER,07/27/2012 12:00:00 AM,,,07/17/2012 12:00:00 AM,,1382123,443162,,"5621 REGIMENTAL PL
Cincinnati, OH
(39.198428066207896, -84.56917441621272)"
SR12033995,INPROGRS,Recycling new 96 gallon cart,Would like to have a large cart. Delivered. Requested by owner. No unit specified.,07/17/2012 12:00:00 AM,4:13 PM,3352 JEFFERSON AV - GJ1478335504,CLIFTON,70,STANDARD,PHONE,10300040001,07/17/2012 12:00:00 AM,KSCHLENKER,07/27/2012 12:00:00 AM,,,07/17/2012 12:00:00 AM,,1397117,422399,,"3352 JEFFERSON AV
Cincinnati, OH
(39.141995608869365, -84.51489133852414)"
SR12033993,INPROGRS,Recycling new 96 gallon cart,Would like a large cart. Thanks.,07/17/2012 12:00:00 AM,4:06 PM,3210 STANHOPE AV - GJ0617035424,WESTWOOD,102.01,STANDARD,PHONE,21200620191,07/17/2012 12:00:00 AM,KSCHLENKER,07/27/2012 12:00:00 AM,,,07/17/2012 12:00:00 AM,,1368887,423540,,"3210 STANHOPE AV
Cincinnati, OH
(39.14361438852211, -84.61459917191263)"
SR12033912,INPROGRS,Recycling new 96 gallon cart,Request entered through the Web. Refer to Intake Questions for further description.,07/17/2012 12:00:00 AM,1:07 PM,335 CALHOUN ST CINC - GJ1438833947,CUF,26,STANDARD,INTERNET,10200060085,07/17/2012 12:00:00 AM,CSRWEB,07/27/2012 12:00:00 AM,,,07/17/2012 12:00:00 AM,,1395570,417366,,"335 CALHOUN ST
Cincinnati, OH
(39.12852376487041, -84.51973868426205)"
SR12033911,INPROGRS,Recycling new 64 gallon cart,Request entered through the Web. Refer to Intake Questions for further description.,07/17/2012 12:00:00 AM,1:05 PM,261 EMMING ST CINC - GJ1413033319,CUF,26,STANDARD,INTERNET,9600020300,07/17/2012 12:00:00 AM,CSRWEB,07/27/2012 12:00:00 AM,,,07/17/2012 12:00:00 AM,,1394624,415350,,"261 EMMING ST
Cincinnati, OH
(39.122885015746704, -84.52297624356754)"
SR12033864,INPROGRS,Recycling new 18 gallon cart,Request entered through the Web. Refer to Intake Questions for further description.,07/17/2012 12:00:00 AM,10:24 AM,6943 GRACELY DR CINC - FJ9899932464,SAYLER PARK,106,STANDARD,INTERNET,16600010025,07/17/2012 12:00:00 AM,CSRWEB,07/27/2012 12:00:00 AM,,,07/17/2012 12:00:00 AM,,1344910,415013,,"6943 GRACELY DR
Cincinnati, OH
(39.118784107293095, -84.69787639182584)"
SR12033857,INPROGRS,Recycling new 96 gallon cart,i need 2 carts one gets full before it gets picked up,07/17/2012 12:00:00 AM,10:02 AM,2813 MASSACHUSETTS AV CINC - GJ1318634403,CAMP WASHINGTON,28,STANDARD,INTERNET,18900200043,07/17/2012 12:00:00 AM,CSRWEB,07/27/2012 12:00:00 AM,,,07/17/2012 12:00:00 AM,,1391707,419056,,"2813 MASSACHUSETTS AV
Cincinnati, OH
(39.13273259196757, -84.53336341300599)"
SR12033813,INPROGRS,Recycling new 18 gallon cart,Request entered through the Web. Refer to Intake Questions for further description.,07/17/2012 12:00:00 AM,8:03 AM,2363 RAVINE ST CINC - GJ1387133813,CUF,27,STANDARD,INTERNET,9800060058,07/17/2012 12:00:00 AM,CSRWEB,07/27/2012 12:00:00 AM,,,07/17/2012 12:00:00 AM,,1393856,417013,,"2363 RAVINE ST
Cincinnati, OH
(39.12724672758884, -84.52558427745254)"
SR12033790,INPROGRS,Recycling new 96 gallon cart,Request entered through the Web. Refer to Intake Questions for further description.,07/16/2012 12:00:00 AM,11:24 PM,1529 ELM ST CINC - GJ1447332182,OVER-THE-RHINE,9,STANDARD,INTERNET,8100020166,07/16/2012 12:00:00 AM,CSRWEB,07/26/2012 12:00:00 AM,,,07/17/2012 12:00:00 AM,,1395561,411569,,"1529 ELM ST
Cincinnati, OH
(39.112425900545986, -84.51922607070537)"
SR12033776,INPROGRS,Recycling new 64 gallon cart,New resident. Would like a medium recycling cart. Thanks!,07/16/2012 12:00:00 AM,5:39 PM,4213 LANGLAND ST - GJ1267837833,NORTHSIDE,74,STANDARD,PHONE,19600230084,07/16/2012 12:00:00 AM,KSCHLENKER,07/26/2012 12:00:00 AM,,,07/17/2012 12:00:00 AM,,1390600,430371,,"4213 LANGLAND ST
Cincinnati, OH
(39.16370524265665, -84.53812082654099)"
SR12033775,INPROGRS,Recycling new 35 gallon cart,Request entered through the Web. Refer to Intake Questions for further description.,07/16/2012 12:00:00 AM,5:24 PM,2803 CLIFTON AV CINC - GJ1430634492,HEIGHTS,29,STANDARD,INTERNET,10100060114,07/16/2012 12:00:00 AM,CSRWEB,07/26/2012 12:00:00 AM,,,07/17/2012 12:00:00 AM,,1395392,419165,,"2803 CLIFTON AV
Cincinnati, OH
(39.13320023942276, -84.5203412300217)"
SR12033722,INPROGRS,Recycling new 96 gallon cart,Request entered through the Web. Refer to Intake Questions for further description.,07/16/2012 12:00:00 AM,2:55 PM,2531 MOORMAN AV CINC - GJ1810633848,EAST WALNUT HILLS,42,STANDARD,INTERNET,6200020058,07/16/2012 12:00:00 AM,CSRWEB,07/26/2012 12:00:00 AM,,,07/17/2012 12:00:00 AM,,1407736,416434,,"2531 MOORMAN AV
Cincinnati, OH
(39.12646431742331, -84.4765712268557)"
SR12033692,INPROGRS,Recycling new 96 gallon cart,resident requesting 96 gal cart,07/16/2012 12:00:00 AM,1:04 PM,1172 KUHLMAN AV - GJ0983432195,EAST PRICE HILL,94,STANDARD,PHONE,17400070017,07/16/2012 12:00:00 AM,DCOTTRELL,07/26/2012 12:00:00 AM,,,07/17/2012 12:00:00 AM,,1380363,412366,,"1172 KUHLMAN AV
Cincinnati, OH
(39.11377488358988, -84.57319438568368)"
SR12033538,INPROGRS,Recycling new 35 gallon cart,Request entered through the Web. Refer to Intake Questions for further description.,07/15/2012 12:00:00 AM,11:42 AM,4435 AMMON AV CINC - GJ1132537978,NORTHSIDE,85.01,STANDARD,INTERNET,19500310151,07/15/2012 12:00:00 AM,CSRWEB,07/25/2012 12:00:00 AM,,,07/15/2012 12:00:00 AM,,1386193,431069,,"4435 AMMON AV
Cincinnati, OH
(39.165333015529654, -84.55383198239286)"
SR12033532,INPROGRS,Recycling new 18 gallon cart,I am Professional Engineer (OH PE #44701) who wishes to use the 18 gallon bin as the basis of an environmental permaculture project.  Please deliver 20 bins to front porch of the address provided.,07/15/2012 12:00:00 AM,1:42 AM,3253 BISHOP ST CINC - GJ1488735259,CORRYVILLE,30,STANDARD,INTERNET,10300020009,07/15/2012 12:00:00 AM,CSRWEB,07/25/2012 12:00:00 AM,,,07/15/2012 12:00:00 AM,,1397420,421582,,"3253 BISHOP ST
Cincinnati, OH
(39.14004408006576, -84.51345242327727)"
SR12033491,INPROGRS,Recycling cart missing 64,No cart at house please replace 90210115855006410003117  listed in inventory,07/13/2012 12:00:00 AM,3:48 PM,1699 STATE AV - GJ1204232713,LOWER PRICE HILL,93,STANDARD,PHONE,16800020073,07/13/2012 12:00:00 AM,KSCHLENKER,07/30/2012 12:00:00 AM,,,07/15/2012 12:00:00 AM,,1387683,413703,,"1699 STATE AV
Cincinnati, OH
(39.11771391407825, -84.54718599259633)"
SR12033336,INPROGRS,Recycling new 35 gallon cart,Request entered through the Web. Refer to Intake Questions for further description.,07/12/2012 12:00:00 AM,10:32 PM,4025 PADDOCK RD CINC - GJ1766937244,NORTH AVONDALE,65,STANDARD,INTERNET,11500070038,07/12/2012 12:00:00 AM,CSRWEB,07/22/2012 12:00:00 AM,,,07/15/2012 12:00:00 AM,,1406857,427630,,"4025 PADDOCK RD
Cincinnati, OH
(39.15733804268922, -84.48057320988607)"
SR12033330,INPROGRS,Recycling cart missing 96,Request entered through the Web. Refer to Intake Questions for further description.,07/12/2012 12:00:00 AM,5:08 PM,3184 WEST TOWER AV CINC - GJ0667434277,WESTWOOD,109,STANDARD,INTERNET,24800030021,07/12/2012 12:00:00 AM,CSRWEB,07/22/2012 12:00:00 AM,,,07/15/2012 12:00:00 AM,,1370353,419705,,"3184 WEST TOWER AV
Cincinnati, OH
(39.132975408915456, -84.6088884770266)"
SR12033329,INPROGRS,Recycling new 96 gallon cart,New large cart for resident. Thanks!,07/12/2012 12:00:00 AM,4:52 PM,1243 AVON DR - GJ1795338136,PADDOCK HILLS,65,STANDARD,PHONE,11600020100,07/12/2012 12:00:00 AM,KSCHLENKER,07/22/2012 12:00:00 AM,,,07/15/2012 12:00:00 AM,,1407930,430507,,"1243 AVON DR
Cincinnati, OH
(39.16531502908907, -84.47711981329354)"
SR12033320,INPROGRS,Recycling cart missing 96,FOUR recycling carts gone missing. Please replace with FOUR new ones. Requested by property manager. Thanks.,07/12/2012 12:00:00 AM,4:25 PM,2140 HARRISON AV - GJ1001734467,SOUTH FAIRMOUNT,88,STANDARD,PHONE,20600130024,07/12/2012 12:00:00 AM,KSCHLENKER,07/29/2012 12:00:00 AM,,,07/15/2012 12:00:00 AM,,1381332,419778,,"2140 HARRISON AV
Cincinnati, OH
(39.13387473094474, -84.5702086365464)"
SR12033315,INPROGRS,Recycling new 96 gallon cart,New resident. Would like a 96 gallon cart. Thanks!,07/12/2012 12:00:00 AM,4:11 PM,2804 SHAFFER AV - GJ0826035659,WESTWOOD,100.02,STANDARD,PHONE,20800550093,07/12/2012 12:00:00 AM,KSCHLENKER,07/22/2012 12:00:00 AM,,,07/15/2012 12:00:00 AM,,1375773,423969,,"2804 SHAFFER AV
Cincinnati, OH
(39.145044310548656, -84.5901376127157)"
SR12033300,INPROGRS,Recycling new 64 gallon cart,New 64 gallon cart. Please mark with 1612 BEACON ST #7. Thanks!,07/12/2012 12:00:00 AM,3:16 PM,1612 BEACON ST - GJ2650529196,MOUNT WASHINGTON,46.03,STANDARD,PHONE,200020394,07/12/2012 12:00:00 AM,KSCHLENKER,07/22/2012 12:00:00 AM,,,07/15/2012 12:00:00 AM,,1434490,399826,,"1612 BEACON ST
Cincinnati, OH
(39.08267632781673, -84.38196254937333)"
SR12033086,INPROGRS,Recycling new 96 gallon cart,Would like one 96 gallon cart. Thanks!,07/11/2012 12:00:00 AM,2:08 PM,2001 CENTRAL AV - GJ1370633054,WEST END,15,STANDARD,PHONE,9600010038,07/11/2012 12:00:00 AM,KSCHLENKER,07/21/2012 12:00:00 AM,,,07/11/2012 12:00:00 AM,,1393190,414548,,"2001 CENTRAL AV
Cincinnati, OH
(39.12055577169082, -84.5280664062534)"
SR12033083,INPROGRS,Recycling new 96 gallon cart,Would like FIVE 96 gallon carts Â¿ no dumpster (no room). Thanks!,07/11/2012 12:00:00 AM,1:57 PM,3834 GLENWAY AV - GJ0947732236,EAST PRICE HILL,94,STANDARD,PHONE,17400050116,07/11/2012 12:00:00 AM,KSCHLENKER,07/21/2012 12:00:00 AM,,,07/11/2012 12:00:00 AM,,1379200,412558,,"3834 GLENWAY AV
Cincinnati, OH
(39.11403568697841, -84.57708845007056)"
SR12033075,INPROGRS,Recycling new 96 gallon cart,Would like a new 96 gallon cart delivered. Thanks!,07/11/2012 12:00:00 AM,1:40 PM,72 GLENWOOD AV - GJ1580336984,AVONDALE,68,STANDARD,PHONE,21600390397,07/11/2012 12:00:00 AM,KSCHLENKER,07/21/2012 12:00:00 AM,,,07/11/2012 12:00:00 AM,,1400699,427082,,"72 GLENWOOD AV
Cincinnati, OH
(39.15517966981889, -84.5026335792648)"
SR12033065,INPROGRS,Recycling new 64 gallon cart,Request entered through the Web. Refer to Intake Questions for further description.,07/11/2012 12:00:00 AM,1:20 PM,3425 BOUDINOT AV CINC - GJ0707536145,WESTWOOD,101,STANDARD,INTERNET,21100710097,07/11/2012 12:00:00 AM,CSRWEB,07/21/2012 12:00:00 AM,,,07/11/2012 12:00:00 AM,,1371968,425757,,"3425 BOUDINOT AV
Cincinnati, OH
(39.14984669018514, -84.60338462620729)"
SR12032911,INPROGRS,Recycling cart missing 35, ,07/10/2012 12:00:00 AM,4:28 PM,3300 LEHMAN RD - GJ1062532425,EAST PRICE HILL,92,STANDARD,PHONE,17300020021,07/10/2012 12:00:00 AM,KSCHLENKER,07/27/2012 12:00:00 AM,,,07/10/2012 12:00:00 AM,,1382993,412989,,"3300 LEHMAN RD
Cincinnati, OH
(39.11541164968321, -84.5637784840369)"
SR12032909,INPROGRS,Recycling cart missing 96,New owner - no cart there now. Remove 112910131058009610067535  as missing,07/10/2012 12:00:00 AM,4:20 PM,411 WARNER ST - GJ1383533558,CUF,27,STANDARD,PHONE,9700020081,07/10/2012 12:00:00 AM,KSCHLENKER,07/27/2012 12:00:00 AM,,,07/10/2012 12:00:00 AM,,1393695,416179,,"411 WARNER ST
Cincinnati, OH
(39.12507036827793, -84.52630373507594)"
SR12032902,INPROGRS,Recycling new 96 gallon cart,Queen City Crossfit,07/10/2012 12:00:00 AM,3:49 PM,18 W 7TH ST - GJ1493331226,CBD/RIVERFRONT,7,STANDARD,PHONE,7700030068,07/10/2012 12:00:00 AM,KSCHLENKER,07/20/2012 12:00:00 AM,,,07/10/2012 12:00:00 AM,,1396910,408360,W ,"18 W 7TH ST
Cincinnati, OH
(39.10362153787912, -84.5144057046283)"
SR12032898,INPROGRS,Recycling new 96 gallon cart,Needs a second cart,07/10/2012 12:00:00 AM,3:42 PM,3163 QUEEN CITY AV - GJ0677834711,WESTWOOD,109,STANDARD,PHONE,20800600034,07/10/2012 12:00:00 AM,KSCHLENKER,07/20/2012 12:00:00 AM,,,07/10/2012 12:00:00 AM,,1370763,421107,,"3163 QUEEN CITY AV
Cincinnati, OH
(39.13719322923288, -84.60739560245793)"
SR12032896,INPROGRS,Recycling cart missing 96, ,07/10/2012 12:00:00 AM,3:40 PM,1540 MERRIMAC ST - GJ1808934779,EVANSTON,39,STANDARD,PHONE,5500020082,07/10/2012 12:00:00 AM,KSCHLENKER,07/27/2012 12:00:00 AM,,,07/10/2012 12:00:00 AM,,1407828,419486,,"1540 MERRIMAC ST
Cincinnati, OH
(39.13477405297408, -84.47677807092242)"
SR12032893,INPROGRS,Recycling new 96 gallon cart,Need two additional carts here. Shared by 4 apartments. ,07/10/2012 12:00:00 AM,3:35 PM,3126 PORTSMOUTH AV - GJ2228935856,HYDE PARK,51,STANDARD,PHONE,00390A060173      ,07/10/2012 12:00:00 AM,KSCHLENKER,07/20/2012 12:00:00 AM,,,07/10/2012 12:00:00 AM,,1421763,422329,,"3126 PORTSMOUTH AV
Cincinnati, OH
(39.1433086190321, -84.4278819321894)"
SR12032891,INPROGRS,Recycling cart missing 64,Replace Missing cart 100510201654009610013875   ,07/10/2012 12:00:00 AM,3:32 PM,934 SETON AV - GJ0954831652,EAST PRICE HILL,95,STANDARD,PHONE,01760A230014      ,07/10/2012 12:00:00 AM,KSCHLENKER,07/27/2012 12:00:00 AM,,,07/10/2012 12:00:00 AM,,1379339,410632,,"934 SETON AV
Cincinnati, OH
(39.10873868022583, -84.57664778227615)"
SR12032875,INPROGRS,Recycling cart missing 96,Cart 101110082047006410010279  is no longer at this house. Please remove from inventory.      ,07/10/2012 12:00:00 AM,2:59 PM,4214 COLERAIN AV - GJ1177737698,NORTHSIDE,78,STANDARD,PHONE,19500280282,07/10/2012 12:00:00 AM,KSCHLENKER,07/27/2012 12:00:00 AM,,,07/10/2012 12:00:00 AM,,1387627,430079,,"4214 COLERAIN AV
Cincinnati, OH
(39.1626080697809, -84.54886772479108)"
SR12032775,INPROGRS,Recycling new 64 gallon cart,new home owner need new recycle cart,07/10/2012 12:00:00 AM,9:53 AM,1030 OVERLOOK AV CINC - GJ0756332010,WEST PRICE HILL,99.01,STANDARD,INTERNET,18000800405,07/10/2012 12:00:00 AM,CSRWEB,07/20/2012 12:00:00 AM,,,07/10/2012 12:00:00 AM,,1372895,412130,,"1030 OVERLOOK AV
Cincinnati, OH
(39.112497846308315, -84.5996254601248)"
SR12032591,INPROGRS,Recycling new 96 gallon cart,Please send us two carts. Thank you.,07/09/2012 12:00:00 AM,11:38 AM,335 WARNER ST CINC - GJ1395533550,CUF,26,STANDARD,INTERNET,9600020324,07/09/2012 12:00:00 AM,CSRWEB,07/19/2012 12:00:00 AM,,,07/09/2012 12:00:00 AM,,1394090,416136,,"335 WARNER ST
Cincinnati, OH
(39.124958663955475, -84.52478663912234)"
SR12032536,INPROGRS,Recycling new 35 gallon cart,Request entered through the Web. Refer to Intake Questions for further description.,07/09/2012 12:00:00 AM,10:07 AM,3238 LINWOOD AV CINC - GJ2221734080,MOUNT LOOKOUT,48,STANDARD,INTERNET,4400020079,07/09/2012 12:00:00 AM,CSRWEB,07/19/2012 12:00:00 AM,,,07/09/2012 12:00:00 AM,,1421241,416523,,"3238 LINWOOD AV
Cincinnati, OH
(39.12739961233382, -84.42941077963917)"
SR12032533,INPROGRS,Recycling new 35 gallon cart,Request entered through the Web. Refer to Intake Questions for further description.,07/09/2012 12:00:00 AM,10:01 AM,3238 LINWOOD AV CINC - GJ2221734080,MOUNT LOOKOUT,48,STANDARD,INTERNET,4400020079,07/09/2012 12:00:00 AM,CSRWEB,07/19/2012 12:00:00 AM,,,07/09/2012 12:00:00 AM,,1421241,416523,,"3238 LINWOOD AV
Cincinnati, OH
(39.12739961233382, -84.42941077963917)"
SR12032426,INPROGRS,Recycling new 64 gallon cart,Request entered through the Web. Refer to Intake Questions for further description.,07/08/2012 12:00:00 AM,10:45 AM,3430 CARDIFF AV CINC - GJ2281137147,OAKLEY,53,STANDARD,INTERNET,5100040008,07/08/2012 12:00:00 AM,CSRWEB,07/18/2012 12:00:00 AM,,,07/08/2012 12:00:00 AM,,1423686,426476,,"3430 CARDIFF AV
Cincinnati, OH
(39.15490087998978, -84.4213978203581)"
SR12032371,INPROGRS,Recycling new 35 gallon cart,Request entered through the Web. Refer to Intake Questions for further description.,07/06/2012 12:00:00 AM,5:46 PM,3584 ZUMSTEIN AV CINC - GJ2089335735,HYDE PARK,50,STANDARD,INTERNET,4100050078,07/06/2012 12:00:00 AM,CSRWEB,07/16/2012 12:00:00 AM,,,07/06/2012 12:00:00 AM,,1417176,422164,,"3584 ZUMSTEIN AV
Cincinnati, OH
(39.14279600547542, -84.44429455922409)"
SR12032368,INPROGRS,Recycling new 64 gallon cart,Need an additional cart filling the large cart weekly. Wants an additional 64. THANKS KS,07/06/2012 12:00:00 AM,5:16 PM,2738 MADISON RD CINC - GJ2113336154,OAKLEY,52,STANDARD,INTERNET,4000040157,07/06/2012 12:00:00 AM,CSRWEB,07/16/2012 12:00:00 AM,,,07/06/2012 12:00:00 AM,,1418028,423495,,"2738 MADISON RD
Cincinnati, OH
(39.14632134783028, -84.44104800669834)"
SR12032367,INPROGRS,Recycling cart missing 64,Please replace missing cart,07/06/2012 12:00:00 AM,4:50 PM,1214 GILSEY AV - GJ0914232310,WEST PRICE HILL,97,STANDARD,PHONE,17900740193,07/06/2012 12:00:00 AM,KSCHLENKER,07/23/2012 12:00:00 AM,,,07/06/2012 12:00:00 AM,,1378117,412856,,"1214 GILSEY AV
Cincinnati, OH
(39.114863063245366, -84.58114439242269)"
SR12032365,INPROGRS,Recycling contaminated cart,Please remove two carts at owner's request. Tenants will not use correctly and he's done trying. Sorry but they are full of trash. Thank you ,07/06/2012 12:00:00 AM,4:44 PM,6210 BEECHCREST PL - GJ2610030099,MOUNT WASHINGTON,46.02,STANDARD,PHONE,100030164,07/06/2012 12:00:00 AM,KSCHLENKER,07/13/2012 12:00:00 AM,,,07/06/2012 12:00:00 AM,,1433312,402850,,"6210 BEECHCREST PL
Cincinnati, OH
(39.09059036167457, -84.3857397018964)"
SR12032362,INPROGRS,Recycling new 64 gallon cart,Please deliver a second cart for more recycling and  change inventory listing to Single Family house - THANK YOU,07/06/2012 12:00:00 AM,4:32 PM,2470 SCULLY ST - GJ1095633955,SOUTH FAIRMOUNT,89,STANDARD,PHONE,20300280156,07/06/2012 12:00:00 AM,KSCHLENKER,07/16/2012 12:00:00 AM,,,07/06/2012 12:00:00 AM,,1384326,417949,,"2470 SCULLY ST
Cincinnati, OH
(39.12924322249387, -84.55968656880356)"
SR12032360,INPROGRS,Recycling cart missing 96,Cart Missing - 9610022305  Please replace with another 96 for new resident.  ,07/06/2012 12:00:00 AM,4:13 PM,2864 SHAFFER AV - GJ0803235672,WESTWOOD,100.02,STANDARD,PHONE,20800550123,07/06/2012 12:00:00 AM,KSCHLENKER,07/23/2012 12:00:00 AM,,,07/06/2012 12:00:00 AM,,1375027,424052,,"2864 SHAFFER AV
Cincinnati, OH
(39.14525115461538, -84.59281759236302)"
SR12032359,INPROGRS,Recycling new 96 gallon cart,We already have one cart and would like another one.,07/06/2012 12:00:00 AM,4:09 PM,401 E 4TH ST CINC - GJ1568830932,CBD/RIVERFRONT,6,STANDARD,INTERNET,8400030034,07/06/2012 12:00:00 AM,CSRWEB,07/16/2012 12:00:00 AM,,,07/06/2012 12:00:00 AM,,1399340,407278,E ,"401 E 4TH ST
Cincinnati, OH
(39.10087144424308, -84.50610583844261)"
SR12032358,INPROGRS,Recycling new 64 gallon cart,Thanks,07/06/2012 12:00:00 AM,4:08 PM,713 OVERLOOK AV - GJ0750431545,WEST PRICE HILL,99.02,STANDARD,PHONE,18000820057,07/06/2012 12:00:00 AM,KSCHLENKER,07/16/2012 12:00:00 AM,,,07/06/2012 12:00:00 AM,,1372625,410617,,"713 OVERLOOK AV
Cincinnati, OH
(39.10834297853296, -84.59989525673359)"
SR12032351,INPROGRS,Recycling cart missing 64,Please replace missing cart.,07/06/2012 12:00:00 AM,3:49 PM,3320 WERK RD - GJ0604435168,WESTWOOD,102.01,STANDARD,PHONE,21200620013,07/06/2012 12:00:00 AM,KSCHLENKER,07/23/2012 12:00:00 AM,,,07/06/2012 12:00:00 AM,,1368431,422723,,"3320 WERK RD
Cincinnati, OH
(39.14115923938209, -84.615930168516)"
SR12032347,INPROGRS,Recycling new 96 gallon cart,Needs a second container temporarily. Will call back in for removal when not needed.,07/06/2012 12:00:00 AM,3:45 PM,4631 KIRBY AV - GJ1178238998,NORTHSIDE,79,STANDARD,PHONE,19800440032,07/06/2012 12:00:00 AM,KSCHLENKER,07/16/2012 12:00:00 AM,,,07/06/2012 12:00:00 AM,,1387855,434337,,"4631 KIRBY AV
Cincinnati, OH
(39.17456005955029, -84.54818424004884)"
SR12032341,INPROGRS,Recycling new 96 gallon cart, ,07/06/2012 12:00:00 AM,3:37 PM,1625 THOMSON HEIGHTS AV - GJ1236538653,NORTHSIDE,75,STANDARD,PHONE,19900410044,07/06/2012 12:00:00 AM,KSCHLENKER,07/16/2012 12:00:00 AM,,,07/06/2012 12:00:00 AM,,1389710,433111,,"1625 THOMSON HEIGHTS AV
Cincinnati, OH
(39.1071299998498, -84.50412999989942)"
SR12032340,INPROGRS,Recycling new 96 gallon cart,Please deliver Four 96g carts to St John AME Zion Church / Day Camp. Driveway on right side of building. ,07/06/2012 12:00:00 AM,3:35 PM,425 FOREST AV - GJ1617935938,AVONDALE,68,STANDARD,PHONE,11300010008,07/06/2012 12:00:00 AM,KSCHLENKER,07/16/2012 12:00:00 AM,,,07/06/2012 12:00:00 AM,,1401761,423593,,"425 FOREST AV
Cincinnati, OH
(39.14613249020414, -84.49846072504886)"
SR12032336,INPROGRS,Recycling new 96 gallon cart,This will be a daycare center that will soon be open.  We use a lot of plastic containers and would like to recycle.  May we have 2 recycle carts?,07/06/2012 12:00:00 AM,3:20 PM,3050 HARRISON AV CINC - GJ0748336148,WESTWOOD,101,STANDARD,INTERNET,21000750115,07/06/2012 12:00:00 AM,CSRWEB,07/16/2012 12:00:00 AM,,,07/06/2012 12:00:00 AM,,1373307,425700,,"3050 HARRISON AV
Cincinnati, OH
(39.14973877154159, -84.59925673809278)"
SR12032315,INPROGRS,Recycling new 96 gallon cart,Drop at 1218 Sycamore: Sweet Sistah Splash.,07/06/2012 12:00:00 AM,2:52 PM,1212 SYCAMORE ST - GJ1529531922,PENDLETON,11,STANDARD,PHONE,7500010041,07/06/2012 12:00:00 AM,KSCHLENKER,07/16/2012 12:00:00 AM,,,07/06/2012 12:00:00 AM,,1398209,410581,,"1212 SYCAMORE ST
Cincinnati, OH
(39.10984484632189, -84.51013392498913)"
